"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,0,2.87637796443792,2.2453222067525,0,0,0,0,0,0
"2",1,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"3",2,0,0,7.24397114784991,9.99994281926766,0,0,0,0,0,0
"4",3,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"5",4,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"6",5,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"7",6,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"8",7,0,0,4.02344531710074,3.35565512842386,0,0,0,0,0,0
"9",8,0,0,3.42179192010067,5.16705322053979,0,0,0,0,0,0
"10",9,0,0,9.40074356890577,9.84948461496157,0,0,0,0,0,0
"11",10,0,0,2.38397797158199,3.33762286984555,0,0,0,0,0,0
"12",11,0,0,0.407768886548232,0.587688513634084,0,0,0,0,0,0
"13",12,0,0,-9.99995023115618,-9.99995434499266,0,0,0,0,0,0
"14",14,0,0,8.39794760603027,7.98942177653495,0,0,0,0,0,0
"15",15,0,0,9.99992291131952,9.99992631970616,0,0,0,0,0,0
"16",16,0,0,3.81694588022207,0.402380435522453,0,0,0,0,0,0
"17",17,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"18",18,0,0,9.99992631970616,9.77799049203424,0,0,0,0,0,0
"19",19,0,0,0.283867851961646,0.903883462595421,0,0,0,0,0,0
"20",20,0,0,-1.21478576487839,0.440146667328572,0,0,0,0,0,0
"21",21,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"22",22,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"23",23,0,0,1.7386950726176,2.93499915044793,0,0,0,0,0,0
"24",24,0,0,1.36548509371068,0.228587029607824,0,0,0,0,0,0
"25",25,0,0,7.02914273172347,6.62043508475302,0,0,0,0,0,0
"26",26,0,0,4.2611762340646,7.92678588676106,0,0,0,0,0,0
"27",27,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"28",28,0,0,-9.99994229052461,-9.99994748694478,0,0,0,0,0,0
"29",29,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"30",30,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"31",32,0,0,2.21146239393881,2.44487009063438,0,0,0,0,0,0
"32",33,0,0,-5.19757584956346,-4.52249784508038,0,0,0,0,0,0
"33",34,0,0,4.27953612399283,3.4537308403477,0,0,0,0,0,0
"34",35,0,0,7.72134205063545,8.48321553685873,0,0,0,0,0,0
"35",36,0,0,3.80333134063791,3.73981017324378,0,0,0,0,0,0
"36",37,0,0,9.99992631970616,9.99992871622705,0,0,0,0,0,0
"37",38,0,0,-4.31111407593347,-3.06313707672717,0,0,0,0,0,0
"38",39,0,0,-2.14857236450972,-1.83897924724961,0,0,0,0,0,0
"39",40,0,0,-1.169455739939,-1.05307860292794,0,0,0,0,0,0
"40",42,0,0,9.99992631970616,9.42029310021666,0,0,0,0,0,0
"41",43,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"42",44,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"43",45,0,0,4.64885794353556,1.78985812110908,0,0,0,0,0,0
"44",46,0,0,-3.89453519534316,-3.26941894355091,0,0,0,0,0,0
"45",48,0,0,-4.79193746787983,-4.66878685570465,0,0,0,0,0,0
"46",49,0,0,9.99992631970616,9.99995731942372,0,0,0,0,0,0
"47",50,0,0,9.99995728564629,9.99994318969964,0,0,0,0,0,0
"48",51,0,0,-0.292966451892117,0.776834201131731,0,0,0,0,0,0
"49",52,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"50",53,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"51",54,0,0,8.39685988664526,7.98200272891948,0,0,0,0,0,0
"52",55,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"53",56,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"54",57,0,0,0.678417165170462,1.01980969841726,0,0,0,0,0,0
"55",58,0,0,-0.642210146106592,-0.542520328790541,0,0,0,0,0,0
"56",59,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"57",60,0,0,6.84630729478618,8.12051449101173,0,0,0,0,0,0
"58",61,0,0,9.50498135729809,9.99995100077448,0,0,0,0,0,0
"59",62,0,0,9.99992631970616,9.53417101737784,0,0,0,0,0,0
"60",63,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"61",64,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"62",65,0,0,-0.339576084402165,0.516857399629084,0,0,0,0,0,0
"63",66,0,0,0.075509238718383,0.421546365683661,0,0,0,0,0,0
"64",67,0,0,2.18971771238063,2.06868039890233,0,0,0,0,0,0
"65",68,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"66",69,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"67",70,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"68",71,0,0,-0.850495712372016,-1.44907049759266,0,0,0,0,0,0
"69",72,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"70",73,0,0,3.2173234211387,2.91521802345087,0,0,0,0,0,0
"71",74,0,0,-6.16765264919716,-6.12902574742992,0,0,0,0,0,0
"72",75,0,0,-0.303860231032153,-0.479347684299473,0,0,0,0,0,0
"73",76,0,0,3.43199756293443,4.291953004784,0,0,0,0,0,0
"74",77,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"75",78,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"76",79,0,0,-3.05618315541489,-2.45676822572558,0,0,0,0,0,0
"77",80,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"78",81,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"79",82,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"80",83,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"81",84,0,0,0.656136123515057,1.13722739006608,0,0,0,0,0,0
"82",86,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"83",87,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"84",88,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"85",89,0,0,2.72585908458863,3.53094133126228,0,0,0,0,0,0
"86",90,0,0,-9.9999455190394,-9.99994913545883,0,0,0,0,0,0
"87",91,0,0,0.774976224359266,1.08507425740422,0,0,0,0,0,0
"88",92,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"89",93,0,0,9.66923332331099,9.99995671078097,0,0,0,0,0,0
"90",94,0,0,3.18910078555647,3.67149200686721,0,0,0,0,0,0
"91",95,0,0,9.99992631970616,8.81741115923472,0,0,0,0,0,0
"92",96,0,0,1.8038773332588,3.13970496941567,0,0,0,0,0,0
"93",97,0,0,-1.63645184622893,-1.23002895138971,0,0,0,0,0,0
"94",98,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
"95",99,0,0,9.99992631970616,9.99992631970616,0,0,0,0,0,0
